Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat,Lon
Assault,CSA20150340,04/11/2015 - 10:45pm,4/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150341,04/12/2015 - 4:25am,4/12/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150342,04/11/2015 - 6:05pm,4/12/15,ASSAULT X3,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150343,04/12/2015 - 8:05pm,4/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150338,04/11/2015 - 2:38am,4/11/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150339,04/11/2015 - 4:41pm,4/11/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20153332,04/09/2015 - 11:35pm,4/10/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150333,04/10/2015 - 12:10pm,4/10/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150335,04/10/2015 - 2:20pm,4/10/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150336,04/10/2015 - 3:01pm,4/10/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150337,04/10/2015 - 4:52pm,4/10/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150328,04/09/2015 - 8:53am,4/9/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150330,04/09/2015 - 11:30am,4/9/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150331,04/09/2015 - 4:30pm,4/9/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150325,04/08/2015 - 11:48am,4/8/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150326,04/08/2015 - 4:02pm,4/8/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150327,04/08/2015 - 4:04pm,4/8/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150323,04/06/2015 - 7:00pm,4/7/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150324,04/07/2015 - 7:01pm,4/7/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150312,04/06/2015 - 8:46am,4/6/15,ASSAULT X3,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150319,04/06/2015 - 10:00am,4/6/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150320,04/06/2015 - 5:25pm,4/6/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150321,04/06/2015 - 5:40pm,4/6/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150310,04/04/2015 - 12:21pm,4/4/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150311,04/04/2015 - 12:41pm,4/4/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150308,04/03/2015 - 3:29pm,4/3/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150309,04/03/2015 - 7:28pm,4/3/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150300,04/01/2015 - 5:45pm,4/2/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150304,04/02/2015 - 8:17am,4/2/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150305,04/02/2015 - 12:52pm,4/2/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150306,04/02/2015 - 7:51pm,4/2/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150295,03/30/2015 - 7:30pm,3/31/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150296,03/31/2015 - 8:45am,3/31/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150297,03/31/2015 - 2:08pm,3/31/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150298,03/31/2015 - 3:40pm,3/31/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150299,03/31/2015 - 6:00pm,3/31/15,"CRIMINAL MISCHIEF, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150212,03/03/2015 - 11:33am,3/30/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150292,03/29/2015 - 3:06pm,3/29/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150293,03/29/2015 - 6:54pm,3/29/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150290,03/28/2015 - 8:30pm,3/28/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150291,03/28/2015 - 8:35pm,3/28/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150284,03/26/2015 - 8:16pm,3/27/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150285,03/26/2015 - 8:42pm,3/27/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150289,03/27/2015 - 8:40am,3/27/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150280,03/26/2015 - 7:15am,3/26/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150281,03/26/2015 - 12:00pm,3/26/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150282,03/26/2015 - 3:10pm,3/26/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150283,03/26/2015 - 4:00pm,3/26/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150277,03/25/2015 - 8:34am,3/25/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150278,03/25/2015 - 11:35am,3/25/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150274,03/24/2015 - 3:50pm,3/24/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150275,03/24/2015 - 3:55pm,3/24/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150276,03/24/2015 - 10:56pm,3/24/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150270,03/23/2015 - 2:30am,3/23/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150271,03/23/2015 - 5:24pm,3/23/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150267,03/22/2015 - 3:22am,3/22/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150268,03/22/2015 - 4:20am,3/22/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150269,03/22/2015 - 7:50pm,3/22/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150265,03/21/2015 - 2:10pm,3/21/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150266,03/21/2015 - 1:20pm,3/21/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150254,03/19/2015 - 8:01pm,3/20/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150256,03/20/2015 - 10:00pm,3/20/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150257,03/20/2015 - 9:05am,3/20/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150258,03/20/2015 - 9:50am,3/20/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150259,03/20/2015 - 9:52am,3/20/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150263,03/20/2015 - 1:20pm,3/20/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150264,03/20/2015 - 4:48pm,3/20/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150253,03/19/2015 - 3:50pm,3/19/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150255,03/19/2015 - 8:37pm,3/19/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150249,03/17/2015 - 8:41pm,3/18/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Drug Violations,20150687,03/18/2015 - 1:19pm,3/18/15,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Closed,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150250,03/18/2015 - 4:39pm,3/18/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150251,03/19/2015 - 10:30pm,3/18/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150245,03/16/2015 - 11:50am,3/16/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150246,03/16/2015 - 10:00am,3/16/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150247,03/16/2015 - 3:53pm,3/16/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150244,03/14/2015 - 7:35pm,3/14/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150241,03/12/2015 - 11:30pm,3/13/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150242,03/13/2015 - 1:14am,3/13/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150234,03/12/2015 - 2:11am,3/12/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150235,03/12/2015 - 8:03am,3/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150236,03/12/2015 - 7:00am,3/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150238,03/12/2015 - 11:17am,3/12/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150239,03/12/2015 - 12:57pm,3/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150240,03/12/2015 - 3:19pm,3/12/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150231,03/10/2015 - 11:28am,3/10/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150232,03/10/2015 - 1:00pm,3/10/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150233,03/10/2015 - 6:41pm,3/10/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150223,03/09/2015 - 12:30am,3/9/15,"ASSAULT X2, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150225,03/09/2015 - 4:10pm,3/9/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150222,03/08/2015 - 7:45pm,3/8/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Drug Violations,20150594,03/07/2015 - 3:00pm,3/7/15,TRAF IN CONT SUB 1ST OFFENSE/F,No,Open,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150215,03/06/2015 - 5:09pm,3/6/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,20150571,03/03/2015 - 11:32am,3/5/15,ASSAULT 4TH DEGREE (MINOR INJURY)/M,No,Closed - Cleared By Exception,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150219,03/05/2015 - 2:15am,3/5/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150220,03/05/2015 - 3:27pm,3/5/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150221,03/05/2015 - 7:39pm,3/5/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150216,03/04/2015 - 11:13am,3/4/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150217,03/04/2015 - 1:15pm,3/4/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150218,03/04/2015 - 4:13pm,3/4/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150210,03/03/2015 - 10:40pm,3/3/15,"TERRORISTIC THREATENING, CRIMINAL MISCHIEF, ASSAULT",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150206,03/02/2015 - 3:36am,3/2/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150205,03/01/2015 - 6:25am,3/1/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Drug Violations,20150525,02/27/2015 - 5:00pm,2/28/15,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS CONT SUB 2ND DEGREE - CODEINE/M",No,Closed,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150203,02/28/2015 - 4:28pm,2/28/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150204,02/28/2015 - 5:04pm,2/28/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150201,02/27/2015 - 7:14pm,2/27/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150202,02/27/2015 - 7:14pm,2/27/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150198,02/26/2015 - 4:38pm,2/26/15,"ASSAULT X2, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150199,02/26/2015 - 9:26pm,2/26/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150194,02/25/2015 - 3:45pm,2/25/15,"TERRORISTIC THREATENING, MENACING, ASSAULT, CRIMINAL MISCHIEF",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150195,02/25/2015 - 7:34pm,2/25/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150196,02/25/2015 - 8:50pm,2/25/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150193,02/24/2015 - 8:43pm,2/24/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150179,02/23/2015 - 11:53am,2/23/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150180,02/23/2015 - 1:10pm,2/23/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150178,02/22/2015 - 9:09pm,2/22/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150177,02/21/2015 - 10:43am,2/21/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Trespass,20150444,02/20/2015 - 1:57am,2/20/15,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150174,02/20/2015 - 8:11pm,2/20/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150175,02/20/2015 - 2:03pm,2/20/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150176,02/20/2015 - 4:35pm,2/20/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150171,02/19/2015 - 2:10am,2/19/15,"MENACING, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150172,02/18/2015 - 9:30pm,2/19/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150173,02/19/2015 - 8:50pm,2/19/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150168,02/18/2015 - 11:37am,2/18/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150170,02/18/2015 - 4:25pm,2/18/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150165,02/17/2015 - 10:20am,2/17/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150166,02/17/2015 - 2:25pm,2/17/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150167,02/17/2015 - 5:09pm,2/17/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150159,02/16/2015 - 11:45pm,2/16/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
All Other Offenses,CSA20150162,02/16/2015 - 11:45pm,2/16/15,MENACING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150163,02/16/2015 - 8:50am,2/16/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150164,02/16/2015 - 4:32pm,2/16/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150158,02/15/2015 - 10:43pm,2/15/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150157,02/15/2015 - 11:08pm,2/15/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150156,02/14/2015 - 8:23pm,2/14/15,TERRORISTIC THREATENING 3RD/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150155,02/13/2015 - 5:21pm,2/13/15,TERRORISTIC THREATENING 3RD/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150154,02/13/2015 - 4:39pm,2/13/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150153,02/13/2015 - 4:39pm,2/13/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150152,02/13/2015 - 4:25pm,2/13/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150151,02/13/2015 - 12:05pm,2/13/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150149,02/11/2015 - 7:00pm,2/11/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150150,02/11/2015 - 9:10am,2/11/15,"ASSAULT X2, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150136,02/08/2015 - 11:03pm,2/9/15,"ASSAULT, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150137,02/09/2015 - 7:27am,2/9/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150146,02/09/2015 - 3:37pm,2/9/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150145,02/09/2015 - 2:03pm,2/9/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150144,02/09/2015 - 2:03pm,2/9/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150143,02/09/2015 - 6:05pm,2/9/15,CRIMINAL MISCHIEF 3RD/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150142,02/09/2015 - 7:02pm,2/9/15,CRIMINAL MISCHIEF 3RD/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150141,02/09/2015 - 9:35pm,2/9/15,ASSAULT 4TH/M,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150133,02/08/2015 - 8:26am,2/8/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150134,02/08/2015 - 8:12am,2/8/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150135,02/08/2015 - 8:07am,2/8/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150130,02/07/2015 - 12:25pm,2/7/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150131,02/07/2015 - 5:45pm,2/7/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150132,02/07/2015 - 6:10pm,2/7/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150128,02/06/2015 - 12:05pm,2/6/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150129,02/06/2015 - 7:19pm,2/6/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150124,02/05/2015 - 8:27am,2/5/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150125,02/05/2015 - 10:13am,2/5/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150126,02/05/2015 - 5:11pm,2/5/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150127,02/05/2015 - 9:15am,2/5/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150121,02/04/2015 - 8:31am,2/4/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150123,02/04/2015 - 8:12pm,2/4/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150116,02/03/2015 - 6:00pm,2/3/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150117,02/03/2015 - 9:44am,2/3/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150118,02/03/2015 - 11:44am,2/3/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150119,02/03/2015 - 6:53pm,2/3/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150120,02/03/2015 - 7:01pm,2/3/15,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Terroristic Threatening,CSA20150106,02/02/2015 - 9:56am,2/2/15,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150107,02/02/2015 - 10:45am,2/2/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,CSA20150108,02/02/2015 - 11:40am,2/2/15,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
Assault,20150278,02/02/2015 - 11:00am,2/2/15,ASSAULT 4TH (NO VISIBLE INJURY)/M X2,No,Closed,1350 BULL LEA RD,38.084885,-84.497802
Criminal Mischief,CSA20150112,02/02/2015 - 4:20pm,2/2/15,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802
