Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Harassment,CSA20160628,05/27/2016 - 4:34pm,5/28/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160627,05/28/2016 - 5:06pm,5/28/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Death Investigation,2016088080,05/28/2016 - 11:26am,5/28/2016,DRUG PARAPHERNALIA - BUY/POSSESS; OPER MTR U/INFLUENCE ALC/SRUGS/ETC..08-1ST OFF,No,Cleared By Arrest,EAST MAXWELL STREET/NORTH MARTIN LUTHER KING BOULEVARD,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,2016088154,05/28/2016 - 2:12pm,5/28/2016,ALC INTOX IN A PUB PLACE 3RD OR > OFF IN 12 MONTHS,No,Closed,319 SOUTH LIMESTONE STREET,38.043159,-84.502105,38.043159,-84.502105
All Other Offenses,20161190,05/27/2016 - 11:09pm,5/28/2016,IMPERSONATING A PEACE OFFICER,No,Open,SOUTH LIMESTONE STREET BETWEEN CHRYSALIS AND HIGH STREET,#N/A,#N/A,#N/A,#N/A
DUI,20161155,05/27/2016 - 12:40am,5/27/2016,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC..08 (AGG CIRCUM) 1ST OFF; CARELESS DRIVING,No,Cleared By Arrest,SOUTH LIMESTONE STREET/VINE STREET,#N/A,#N/A,#N/A,#N/A
All Other Offenses,20161156,05/27/2016 - 10:45am,5/27/2016,"INDECENT EXPOSURE, 2ND DEGREE",No,Closed,SOUTH LIMESTONE STREET/STATE STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161160,05/27/2016 - 4:00pm,5/27/2016,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open,1095 VETERANS DRIVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160634,05/27/2016 - 1:16pm,5/27/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,2016087743,05/27/2016 - 8:35pm,5/27/2016,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE); FAILURE TO APPEAR,No,Cleared By Arrest,315 SOUTH LIMESTONE STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161150,05/24/2016 - 7:15am,5/26/2016,TBUT OR DISP FROM BUILDING U/$500,No,Closed,800 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161151,05/24/2016 - 12:00pm,5/26/2016,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed,680 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161152,05/26/2016 - 1:00pm,5/26/2016,TBUT OR DISP BICYCLES U/$500,No,Open,145 GRAHAM AVENUE,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20161153,05/26/2016 - 7:43pm,5/26/2016,ALCOHOL INTOXICATION,No,Cleared By Arrest,ROSE STREET/WASHINGTON AVENUE,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160619,05/26/2016 - 11:49am,5/26/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160617,05/26/2016 - 11:34am,5/26/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160616,05/26/2016 - 2:13pm,5/26/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160615,05/26/2016 - 3:03pm,5/26/2016,ASSAULT X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160614,05/26/2016 - 7:08pm,5/26/2016,ASSAULT X2; TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160613,05/26/2016 - 7:22pm,5/26/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160612,05/26/2016 - 6:00pm,5/26/2016,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160611,05/26/2016 - 8:03pm,5/26/2016,TERRORISTIC THREATENING; MENACING; INDECENT EXPOSURE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Sex Offenses,CSA20151302,09/01/2015 - 12:00am,5/26/2016,SEXUAL MISCONDUCT,Yes,Closed - CSA,Residence Hall (Exact Location Unknown),#N/A,#N/A,#N/A,#N/A
Disorderly Conduct,20161144,05/25/2016 - 9:00am,5/25/2016,"DISORDERLY CONDUCT, 2ND DEGREE; CRIMINAL TRESPASSING-3RD DEGREE",No,Open,334 LEXINGTON AVENUE,#N/A,#N/A,#N/A,#N/A
Theft,20161147,05/25/2016 - 7:37pm,5/25/2016,TBUT OR DISP FROM BUIDLING U/$500,No,Closed,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Terroristic Threatening,CSA20160610,05/25/2016 - 7:02pm,5/25/2016,TERRORISTIC THREATENING; HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Theft,2016086107,05/25/2016 - 11:15am,5/25/2016,THEFT OF MOTOR VEHICLE REGISTRATION PLATE,No,Open,1101 VETERANS DRIVE,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20161139,05/24/2016 - 1:16pm,5/24/2016,ALC INTOX IN A PUB PLACE 3RD OR > OFF IN 12 MONTHS; DRINK ALCOHOLIC BEV IN A PUBLIC PLACE (1ST & 2ND OFF),No,Cleared By Arrest,318 COLLEGE VIEW AVENUE,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161138,05/24/2016 - 11:27am,5/24/2016,CRIMINAL TRESPASSING-3RD DEGREE,No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,20161137,05/24/2016 - 10:50am,5/24/2016,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Open,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Assault,CSA20160608,05/24/2016 - 11:01am,5/24/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160609,05/24/2016 - 11:08am,5/24/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161126,05/23/2016 - 4:36am,5/23/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Open,591 SOUTH UPPER STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161124,05/23/2016 - 9:45am,5/23/2016,TBUT OR DISP ALL OTHERS U/$500,No,Citation issued,JERSEY STREET/PINE STREET PARKING LOT,#N/A,#N/A,#N/A,#N/A
Theft,20161129,05/20/2016 - 4:15pm,5/23/2016,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Open,597 SOUTH UPPER STREET,#N/A,#N/A,#N/A,#N/A
Theft,20161130,05/16/2016 - 4:00pm,5/23/2016,TBUT OR DISP FROM BUILDING U/$500,No,Open,830 SOUTH LIMESTONE STREET,#N/A,#N/A,#N/A,#N/A
Motor Vehicle Theft,20161133,05/22/2016 - 10:30pm,5/23/2016,"TBUT OR DISP AUTO - $500 OR MORE BUT U/$10,000; CRIMINAL MISCHIEF 3RD DEGREE",No,Open,720 WOODLAND AVENUE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160607,05/23/2016 - 6:05pm,5/23/2016,ASSAULT; TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160606,05/23/2016 - 11:17am,5/23/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160605,05/23/2016 - 12:08pm,5/23/2016,ASSAULT X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160604,05/23/2016 - 4:20pm,5/23/2016,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160602,05/23/2016 - 5:45pm,5/23/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160603,05/23/2016 - 5:45pm,5/23/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161116,05/22/2016 - 3:15am,5/22/2016,POSS OF MARIJUANA,No,Citation issued,SOUTH LIMESTONE STREET/WINSLOW STREET,#N/A,#N/A,#N/A,#N/A
Burglary,20161115,05/21/2016 - 11:48pm,5/22/2016,"BURGLARY, 1ST DEGREE; ARSON, 3RD DEGREE; CRIMINAL MISCHIEF, 1ST DEGREE;",No,Open,349 SCOTT STREET,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161118,05/22/2016 - 5:00pm,5/22/2016,POSS OF MARIJUANA; CRIMINAL TRESPASSING-3RD DEGREE,No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,2016119,05/22/2016 - 5:15pm,5/22/2016,"DISORDERLY CONDUCT, 2ND DEGREE; ALC INTOX IN A PUB PLACE 3RD OR > OFF IN 12 MONTHS",No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Assault,CSA20160599,05/22/2016 - 6:24pm,5/22/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160598,05/22/2016 - 3:30pm,5/22/2016,CRIMINAL MISCHIEF,No,Closed - CSA,CSA20160598,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160597,05/22/2016 - 1:43pm,5/22/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Sex Offenses,CSA20160600,05/22/2016 - 11:07am,5/22/2016,SEXUAL ABUSE,No,Unfounded,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Sex Offenses,CSA20160601,05/21/2016 - 12:00am,5/22/2016,RAPE,No,Unfounded,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Theft,20161111,05/19/2016 - 7:30am,5/21/2016,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000; TBUT OR DISP ALL OTHERS U/$500",No,Open,751 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Disorderly Conduct,20161114,05/21/2016 - 10:35pm,5/21/2016,"RESISTING ARREST; DISORDERLY CONDUCT, 2ND DEGREE; ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Assault,CSA20160596,05/21/2016 - 11:18am,5/21/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161105,05/20/2016 - 1:02am,5/20/2016,DRUG PARAPHERNALIA-BUY/POSSESS; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC.0.08-1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED; CARELESS DRIVING,No,Cleared By Arrest,EAST MAXWELL STREET/STONE STREET,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160589,05/19/2016 - 5:30pm,5/20/2016,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Theft,20161107,05/20/2016 - 7:30am,5/20/2016,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000; TBUT OR DISP ALL OTHERS U/$500",No,Open,360 HUGUELET DRIVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160595,05/20/2016 - 8:03am,5/20/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160594,05/20/2016 - 8:03am,5/20/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161100,05/19/2016 - 2:20am,5/19/2016,DRUG PARAPHERNALIA-BUY/POSESS; NO REGISTRATION PLATES; FAILURE TO DIM HEADLIGHTS,No,Citation issued,SOUTH LIMESTONE STREET/WINSLOW STREET,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160582,05/17/2016 - 12:30pm,5/19/2016,TERRORISTIC THREATENING X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Theft,20161102,05/19/2016 - 6:00am,5/19/2016,"CRIMINAL MISCHIEF 2ND DEGREE; TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Open,401 HILLTOP AVENUE,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161103,05/19/2016 - 4:08pm,5/19/2016,CRIMINAL TRESPASS-3RD DEGREE,No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,20161104,05/19/2016 - 4:51pm,5/19/2016,ALC INTOX IN A PUB PLACE 3RD OR > OFF IN 12 MONTHS,No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Harassment,CSA20160592,05/19/2016 - 7:28pm,5/19/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY; CRIMINAL MISCHIEF,No,Closed,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160591,05/19/2016 - 4:38pm,5/19/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160590,05/19/2016 - 6:17pm,5/19/2016,ASSAULT; CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160593,05/19/2016 - 7:28pm,5/19/2016,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161093,05/18/2016 - 3:12am,5/18/2016,CRIMINAL TRESPASSING-3RD DEGREE,No,Cleared By Arrest,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Theft,20161094,05/17/2016 - 4:15pm,5/18/2016,"TBUT OR DISP CONTENTS FROM VEHICLE $500 ORE MORE BUT U/$10,000; CRIMINAL MISCHIEF 2ND DEGREE",No,Closed,597 SOUTH UPPER STREET,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160588,05/18/2016 - 8:15pm,5/18/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160587,05/18/2016 - 7:13pm,5/18/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160586,05/18/2016 - 6:10pm,5/18/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160585,05/18/2016 - 2:06pm,5/18/2016,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160584,05/18/2016 - 2:15pm,5/18/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160583,05/18/2016 - 11:38am,5/18/2016,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
DUI,20161086,05/17/2016 - 2:25am,5/17/2016,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC.0.08(AGG CIRCUM) 1ST OFF; CARELESS DRIVING,No,Cleared By Arrest,SOUTH LIMESTONE STREET/VIRGINIA AVENUE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160573,05/16/2016 - 5:25pm,5/17/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,20161088,05/17/2016 - 10:00am,5/17/2016,"TERRORISTIC THREATENING, 3RD DEGREE",No,Open,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
All Other Offenses,20161092,05/17/2016 - 12:00am,5/17/2016,UNAUTHORIZED USE OF MOTOR VEHICLE-1ST OFFENSE,No,Closed,110 TRANSCRIPT AVENUE,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160581,05/17/2016 - 7:07pm,5/17/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160580,05/17/2016 - 7:47pm,5/17/2016,TERRORISTIC THREATENING; HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160579,05/17/2016 - 3:16pm,5/17/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160577,05/17/2016 - 9:15am,5/17/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160576,05/17/2016 - 11:59pm,5/17/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160569,05/16/2016 - 12:52am,5/16/2016,ASSAULT,No,Closed - CSA,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Motor Vehicle Theft,20161082,05/15/2016 - 6:45pm,5/16/2016,"TBUT OR DISP AUTO-$500 OR MORE BUT U/$10,000; TBUT OR DISP ALL OTHERS U/$500",No,Open,110 TRANSCRIPT AVENUE,#N/A,#N/A,#N/A,#N/A
All Other Offenses,CSA20160575,05/16/2016 - 5:56pm,5/16/2016,MENACING; CRIMINAL DAMAGE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160574,05/16/2016 - 3:20pm,5/16/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,20161085,05/16/2016 - 9:00pm,5/16/2016,"ASSAULT, 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY; CRIMINAL MISCHIEF 3RD DEGREE",Yes,Unfounded,1608 UNIVERSITY COURT,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161078,05/14/2016 - 11:47pm,5/15/2016,"CRIMINAL TRESPASSING-3RD DEGREE; FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT)",No,Cleared By Arrest,COLUMBIA AVENUE/WOODLAND AVENUE,#N/A,#N/A,#N/A,#N/A
Theft,20161071,05/13/2016 - 6:30pm,5/14/2016,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,No,Open,800 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161073,05/14/2016 - 6:19am,5/14/2016,CRIMINAL TRESPASSING-3RD DEGREE,No,Cleared By Arrest,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Theft,20161075,05/14/2016 - 4:35pm,5/14/2016,TBUT OR DISP SHOPLIFTING U/$500,No,Closed,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Theft,20161076,05/12/2016 - 3:18pm,5/14/2016,TBUT OR DISP BICYCLES U/$500; CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,401 HILLTOP AVENUE,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160570,05/14/2016 - 9:40pm,5/14/2016,HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,CSA20160572,05/14/2016 - 11:15am,5/14/2016,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Drug Violations,20161062,05/13/2016 - 12:56am,5/13/2016,"POSS CONT SUB 1ST DEG 1ST OFF (COCAINE); DRUG PARAPHERNALIA-BUY/POSSESS; OPER MTR VEH U/INFLU ALC/DRUGS/ETC.0.08 (AGG CIRCUM), 2ND; CARELESS DRIVING",No,Cleared By Arrest,AVENUE OF CHAMPIONS/ROSE STREET,#N/A,#N/A,#N/A,#N/A
All Other Offenses,CSA20160566,05/13/2016 - 12:43pm,5/13/2016,INDECENT EXPOSURE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161063,04/30/2016 - 8:00am,5/13/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,150 PATTERSON DRIVE,#N/A,#N/A,#N/A,#N/A
Theft,20161069,05/13/2016 - 9:00pm,5/13/2016,TBUT OR DISP FROM BUILDING U/$500,No,Closed,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Theft,200161065,05/13/2016 - 11:30am,5/13/2016,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed,800 ROSE STREET,#N/A,#N/A,#N/A,#N/A
All Other Offenses,CSA20160568,05/13/2016 - 2:54pm,5/13/2016,INDECENT EXPOSURE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,CSA20160571,05/13/2016 - 9:36am,5/13/2016,TERRORISTIC THREATENING; MENACING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Trespass,20161055,05/12/2016 - 1:38am,5/12/2016,CRIMINAL TRESPASSING - 3RD DEGREE,No,Cleared By Arrest,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Criminal Trespass,20161058,05/12/2016 - 11:00am,5/12/2016,CRIMINAL TRESPASSING-3RD DEGREE,No,Open,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Theft,20161056,05/12/2016 - 12:45pm,5/12/2016,"TBUT OR DISP BICYCLES $500 OR MORE BUT U/$10,000",No,Closed,330 SOUTH LIMESTONE STREET,#N/A,#N/A,#N/A,#N/A
Assault,20161060,05/12/2016 - 6:15pm,5/12/2016,"ASSAULT 3RD DEGREE-POLICE OFFICER OR PROB OFFICER; ASSAULT, 4TH DEGREE (NO VISIBLE INJURY); DISORDERLY CONDUCT, 2ND DEGREE; CRIMINAL TRESPASSING-3RD DEGREE",No,Cleared By Arrest,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Sex Offenses,CSA20160567,05/12/2016 - 10:25am,5/12/2016,SEXUAL ABUSE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160565,05/12/2016 - 2:25pm,5/12/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Terroristic Threatening,csa20160564,05/12/2016 - 12:04pm,5/12/2016,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160563,05/12/2016 - 6:35am,5/12/2016,ASSAULT; HARASSMENT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160562,05/12/2016 - 4:20am,5/12/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160561,05/12/2016 - 10:22pm,5/12/2016,ASSAULT; TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160560,05/12/2016 - 7:03pm,5/12/2016,ASSAULT; CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
All Other Offenses,CSA20160559,05/12/2016 - 6:24pm,5/12/2016,INDECENT EXPOSURE,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161048,05/11/2016 - 3:00am,5/11/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed - Cleared By Exception,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Theft,20161049,04/27/2016 - 12:00pm,5/11/2016,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Closed,1210 UNIVERSITY DRIVE,#N/A,#N/A,#N/A,#N/A
Theft,20161050,04/16/2016 - 3:20am,5/11/2016,"TBUT OR DISP CONTROLLED SUBSTANCE U/$10,000",No,Closed,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Drug Violations,20161051,05/11/2016 - 4:40pm,5/11/2016,DRUG PARAPHERNALIA - BUY/POSSESS,No,Closed,800 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20161054,05/11/2016 - 10:25pm,5/11/2016,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,310 SOUTH LIMESTONE STREET,38.042101,-84.5007,38.042101,-84.500700
Assault,CSA20160555,05/11/2016 - 11:50pm,5/11/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Assault,CSA20160556,05/11/2016 - 12:39pm,5/11/2016,ASSAULT,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160557,05/11/2016 - 6:57pm,5/11/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
Harassment,CSA20160558,05/11/2016 - 8:25pm,5/11/2016,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA,1350 BULL LEA ROAD,#N/A,#N/A,#N/A,#N/A
All Other Offenses,20161057,03/25/2016 - 8:00am,5/11/2016,CRIMINAL POSSESSION OF FORGED INSTR 3RD DEGREE,No,Closed,411 SOUTH LIMESTONE STREET,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161042,05/06/2016 - 5:00pm,5/9/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,408 ADMINISTRATION DRIVE,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161043,05/09/2016 - 12:00am,5/9/2016,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,447 PENNSYLVANIA STREET,#N/A,#N/A,#N/A,#N/A
Criminal Mischief,20161044,05/08/2016 - 6:00pm,5/9/2016,CRIMINAL MISCHIEF 2ND DEGREE,No,Closed,410 ROSE LANE,#N/A,#N/A,#N/A,#N/A
